# Khmer Calendar event snapshot v1
# source=https://khmer-lunar-calendar.com/
# captured_at=2026-09-10T05:42:30.174Z
# coverage=2000-01-01/2030-12-31
# database_sha256=6efda12f4ec4435fe43e3a11da00bea2e2d305149d64062c5c60f04f7f5765d1
# columns=id,date,title_km,title_en,official_source_url
22e50d975451a7c14b099055	2001-05-08	ទិវា​ពិភព​លោក​កាក​បាទ​ក្រហម អឌ្ឍចន្ទក្រហម	World Red Cross and Red Crescent Day	
2f0c0ed5bd0b231d654801b6	2001-05-11	ព្រះ​រាជ​ពិធី​ច្រត់​ព្រះ​នង្គ័ល	Royal Ploughing Ceremony	
904aaa8513766e0f6e5445d6	2001-05-13	ទិវា​អ្នក​ម្តាយ	Mother's Day	
84fc650cc19a3afda4a55cfb	2001-05-15	ទិវា​អន្តរ​ជាតិ​នៃ​គ្រួសារ	International Day of Families	
fa73601c52649f1b0d153a4c	2001-05-16	កំណើត​នគរ​បាល​ជាតិ ខួបលើកទី៥៦	Birth of the National Police	
e3a551e3705325f7e32cd762	2001-05-20	ទិវា​ជាតិ​នៃ​ការ​ចង​ចាំ	National Day of Remembrance	
8bf3627e0d325cb17c3fb55c	2001-05-31	ទិវា​ពិភព​លោក​គ្មាន​ថ្នាំ​ជក់	World No Tobacco Day	
6dd592231ab384db7c31e3da	2001-06-01	ទិវា​កុមារ​អន្តរ​ជាតិ ខួបលើកទី៥២	International Children's Day	
e373d70ff28b082ba5123f06	2001-06-05	ទិវា​បរិ​ស្ថាន​ជាតិ និង​បរិ​ស្ថាន​ពិភព​លោក ខួបលើកទី៥	National and World Environment Day	
de0f137c257698ec8311361f	2001-06-12	ទិវា​ពិភព​លោក​ប្រឆាំង​ពលកម្ម​កុមារ	Happy World Day Against Child Labour	
